,batter_id,batter_name,year,team,height/weight,position,G,AB,H,2B,3B,HR,TB,SB,CS,BB,HBP,R,RBI,E,SO,GDP,avg,OBP,SLG,OPS,career,starting_salary,year_born,p_year,YAB,YOPS
571,178,오선진,2016,한화,178cm/80kg,내야수(우투우타),57,43,7,0,0,0,7,0,0,5,2,6,3,0,8,0,0.163,0.28,0.163,0.4430000000000001,화곡초-성남중-성남고-한화-상무,6000만원,1989년 07월 07일,2017,15.0,0.309
572,178,오선진,2017,한화,178cm/80kg,내야수(우투우타),65,184,57,11,0,2,74,3,5,15,4,23,21,4,22,5,0.31,0.371,0.402,0.773,화곡초-성남중-성남고-한화-상무,6000만원,1989년 07월 07일,2018,106.0,0.5479999999999999
573,179,오재원,2007,두산,185cm/75kg,내야수(우투좌타),49,58,15,4,0,0,19,3,2,4,1,10,5,1,17,1,0.259,0.313,0.32799999999999996,0.6409999999999999,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2008,198.0,0.602
574,179,오재원,2008,두산,185cm/75kg,내야수(우투좌타),117,282,70,10,3,0,86,28,7,17,7,45,28,9,62,3,0.248,0.305,0.305,0.61,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2009,158.0,0.614
575,179,오재원,2009,두산,185cm/75kg,내야수(우투좌타),106,209,48,3,0,0,51,12,3,20,6,36,12,2,44,5,0.23,0.312,0.244,0.556,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2010,245.0,0.7140000000000001
576,179,오재원,2010,두산,185cm/75kg,내야수(우투좌타),123,384,106,17,3,0,129,35,10,29,4,59,37,14,76,5,0.276,0.332,0.336,0.6679999999999999,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2011,277.0,0.6819999999999999
577,179,오재원,2011,두산,185cm/75kg,내야수(우투좌타),129,466,129,18,4,6,173,46,7,39,9,73,46,11,62,6,0.27699999999999997,0.342,0.371,0.7130000000000001,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2012,89.0,0.768
578,179,오재원,2012,두산,185cm/75kg,내야수(우투좌타),77,188,53,7,3,0,66,14,2,17,0,29,17,2,43,4,0.282,0.33799999999999997,0.35100000000000003,0.6890000000000001,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2013,205.0,0.8270000000000001
579,179,오재원,2013,두산,185cm/75kg,내야수(우투좌타),113,308,80,14,7,7,129,33,11,49,6,54,44,7,62,6,0.26,0.3670000000000001,0.419,0.7859999999999999,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2014,228.0,0.903
580,179,오재원,2014,두산,185cm/75kg,내야수(우투좌타),110,359,114,21,6,5,162,33,7,50,2,60,40,7,61,7,0.318,0.40399999999999997,0.451,0.855,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2015,262.0,0.833
581,179,오재원,2015,두산,185cm/75kg,내야수(우투좌타),120,411,115,20,2,11,172,31,8,47,4,60,59,8,94,9,0.28,0.35600000000000004,0.418,0.774,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2016,269.0,0.6950000000000001
582,179,오재원,2016,두산,185cm/75kg,내야수(우투좌타),122,416,113,18,1,5,148,13,10,54,5,68,58,16,82,10,0.272,0.358,0.35600000000000004,0.7140000000000001,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2017,209.0,0.6579999999999999
583,179,오재원,2017,두산,185cm/75kg,내야수(우투좌타),127,334,79,16,1,7,118,7,7,47,2,43,40,6,85,5,0.237,0.332,0.353,0.685,서울학동초-서울경원중-야탑고-경희대,,1985년 02월 09일,2018,290.0,0.863
584,180,오재일,2009,히어로즈,187cm/95kg,내야수(좌투좌타),43,66,13,5,0,0,18,0,0,6,0,4,4,1,15,1,0.19699999999999998,0.26,0.273,0.5329999999999999,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2010,27.0,0.563
585,180,오재일,2010,넥센,187cm/95kg,내야수(좌투좌타),39,60,8,4,0,1,15,0,0,4,1,1,9,1,16,6,0.133,0.2,0.25,0.45,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2011,33.0,0.619
586,180,오재일,2011,넥센,187cm/95kg,내야수(좌투좌타),46,100,23,5,0,1,31,2,0,15,1,13,11,3,24,2,0.23,0.33299999999999996,0.31,0.643,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2012,154.0,0.514
587,180,오재일,2012,두산,187cm/95kg,내야수(좌투좌타),87,212,43,8,0,8,75,0,0,10,0,16,25,0,58,3,0.203,0.235,0.354,0.589,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2013,43.0,0.7859999999999999
588,180,오재일,2013,두산,187cm/95kg,내야수(좌투좌타),55,117,35,12,0,3,56,0,1,20,3,16,28,1,28,0,0.299,0.406,0.479,0.885,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2014,78.0,0.6539999999999999
589,180,오재일,2014,두산,187cm/95kg,내야수(좌투좌타),75,132,32,7,0,3,48,1,1,20,1,10,18,4,39,1,0.242,0.342,0.364,0.706,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2015,52.0,0.72
590,180,오재일,2015,두산,187cm/95kg,내야수(좌투좌타),66,180,52,11,1,14,107,0,0,28,2,33,36,3,49,5,0.289,0.387,0.594,0.981,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2016,148.0,1.068
591,180,오재일,2016,두산,187cm/95kg,내야수(좌투좌타),105,380,120,20,2,27,225,1,0,64,2,69,92,7,73,5,0.316,0.41100000000000003,0.5920000000000001,1.003,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2017,228.0,0.855
592,180,오재일,2017,두산,187cm/95kg,내야수(좌투좌타),128,412,126,27,0,26,231,1,1,45,5,62,89,5,80,5,0.306,0.37799999999999995,0.561,0.939,인창초(구리리틀)-구리인창중-야탑고-현대-상무-히어로즈-넥센,8000만원,1986년 10월 29일,2018,220.0,0.7340000000000001
593,182,오정복,2009,삼성,177cm/75kg,외야수(우투우타),6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,삼성초-내동중-용마고-인하대-삼성-NC-경찰-NC,4000만원,1986년 10월 13일,2010,163.0,0.875
594,182,오정복,2010,삼성,177cm/75kg,외야수(우투우타),100,221,60,10,1,7,93,1,4,25,4,39,36,1,40,4,0.271,0.35,0.42100000000000004,0.7709999999999999,삼성초-내동중-용마고-인하대-삼성-NC-경찰-NC,4000만원,1986년 10월 13일,2011,22.0,0.534
595,182,오정복,2014,NC,177cm/75kg,외야수(우투우타),47,69,16,4,0,0,20,2,0,7,1,9,7,0,9,2,0.23199999999999998,0.304,0.29,0.594,삼성초-내동중-용마고-인하대-삼성-NC-경찰-NC,4000만원,1986년 10월 13일,2015,43.0,0.908
596,182,오정복,2015,KT,177cm/75kg,외야수(우투우타),66,239,62,11,1,5,90,3,3,33,3,34,29,2,26,3,0.259,0.355,0.377,0.732,삼성초-내동중-용마고-인하대-삼성-NC-경찰-NC,4000만원,1986년 10월 13일,2016,182.0,0.7769999999999999
597,182,오정복,2016,KT,177cm/75kg,외야수(우투우타),96,306,93,11,2,5,123,1,0,28,0,45,36,3,32,5,0.304,0.358,0.402,0.76,삼성초-내동중-용마고-인하대-삼성-NC-경찰-NC,4000만원,1986년 10월 13일,2017,151.0,0.929
598,182,오정복,2017,KT,177cm/75kg,외야수(우투우타),81,195,69,13,0,2,88,0,1,9,5,24,16,1,24,5,0.354,0.395,0.451,0.8460000000000001,삼성초-내동중-용마고-인하대-삼성-NC-경찰-NC,4000만원,1986년 10월 13일,2018,7.0,0.0
599,183,오지환,2009,LG,186cm/80kg,내야수(우투좌타),5,9,1,0,0,0,1,0,0,1,0,1,1,1,5,0,0.111,0.2,0.111,0.311,군산초-자양중-경기고,28000만원,1990년 03월 12일,2010,246.0,0.7749999999999999
600,183,오지환,2010,LG,186cm/80kg,내야수(우투좌타),125,352,85,13,6,13,149,13,2,44,7,59,61,27,137,1,0.24100000000000002,0.332,0.423,0.755,군산초-자양중-경기고,28000만원,1990년 03월 12일,2011,47.0,0.716
601,183,오지환,2011,LG,186cm/80kg,내야수(우투좌타),63,156,33,7,0,2,46,5,2,19,1,17,15,10,57,2,0.212,0.299,0.295,0.594,군산초-자양중-경기고,28000만원,1990년 03월 12일,2012,253.0,0.7330000000000001
602,183,오지환,2012,LG,186cm/80kg,내야수(우투좌타),133,462,115,22,2,12,177,23,14,55,6,66,53,25,122,6,0.249,0.331,0.38299999999999995,0.7140000000000001,군산초-자양중-경기고,28000만원,1990년 03월 12일,2013,283.0,0.7709999999999999
603,183,오지환,2013,LG,186cm/80kg,내야수(우투좌타),124,441,113,20,8,9,176,30,7,54,9,81,47,20,113,7,0.256,0.34700000000000003,0.39899999999999997,0.746,군산초-자양중-경기고,28000만원,1990년 03월 12일,2014,251.0,0.7659999999999999
604,183,오지환,2014,LG,186cm/80kg,내야수(우투좌타),113,397,104,20,8,8,164,28,12,51,7,72,56,20,102,8,0.262,0.354,0.413,0.7669999999999999,군산초-자양중-경기고,28000만원,1990년 03월 12일,2015,316.0,0.79
605,183,오지환,2015,LG,186cm/80kg,내야수(우투좌타),138,497,138,41,4,11,220,25,10,59,4,76,56,15,121,2,0.278,0.35700000000000004,0.44299999999999995,0.8,군산초-자양중-경기고,28000만원,1990년 03월 12일,2016,184.0,0.726
606,183,오지환,2016,LG,186cm/80kg,내야수(우투좌타),121,393,110,14,5,20,194,17,9,65,7,73,78,17,97,7,0.28,0.387,0.494,0.8809999999999999,군산초-자양중-경기고,28000만원,1990년 03월 12일,2017,264.0,0.812
607,183,오지환,2017,LG,186cm/80kg,내야수(우투좌타),107,334,91,13,4,8,136,10,5,45,5,47,39,11,105,8,0.272,0.36200000000000004,0.40700000000000003,0.7689999999999999,군산초-자양중-경기고,28000만원,1990년 03월 12일,2018,335.0,0.746
608,184,오태곤,2014,롯데,186cm/88kg,내야수(우투우타),57,45,11,3,0,1,17,2,1,5,0,10,5,3,18,0,0.244,0.32,0.37799999999999995,0.698,쌍문초-신월중-청원고-롯데-경찰-롯데,9000만원,1991년 11월 18일,2015,149.0,0.772
609,184,오태곤,2015,롯데,186cm/88kg,내야수(우투우타),122,327,90,18,1,8,134,15,4,17,4,57,43,16,100,9,0.275,0.318,0.41,0.728,쌍문초-신월중-청원고-롯데-경찰-롯데,9000만원,1991년 11월 18일,2016,23.0,0.565
610,184,오태곤,2016,롯데,186cm/88kg,내야수(우투우타),42,123,32,6,0,3,47,6,2,12,0,17,7,2,37,5,0.26,0.326,0.382,0.708,쌍문초-신월중-청원고-롯데-경찰-롯데,9000만원,1991년 11월 18일,2017,185.0,0.6819999999999999
611,184,오태곤,2017,KT,186cm/88kg,내야수(우투우타),135,374,106,29,1,9,164,15,9,16,6,53,42,10,93,7,0.28300000000000003,0.318,0.439,0.757,쌍문초-신월중-청원고-롯데-경찰-롯데,9000만원,1991년 11월 18일,2018,223.0,0.828
612,187,유강남,2011,LG,182cm/88kg,포수(우투우타),3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,청원초-휘문중-서울고-LG-상무,4000만원,1992년 07월 15일,2012,23.0,0.29700000000000004
613,187,유강남,2015,LG,182cm/88kg,포수(우투우타),126,279,76,11,1,8,113,2,1,19,7,26,37,3,55,10,0.272,0.33299999999999996,0.405,0.738,청원초-휘문중-서울고-LG-상무,4000만원,1992년 07월 15일,2016,107.0,0.8200000000000001
614,187,유강남,2016,LG,182cm/88kg,포수(우투우타),100,263,70,7,0,8,101,0,0,17,7,28,47,5,48,6,0.266,0.321,0.384,0.7050000000000001,청원초-휘문중-서울고-LG-상무,4000만원,1992년 07월 15일,2017,145.0,0.7290000000000001
615,187,유강남,2017,LG,182cm/88kg,포수(우투우타),118,324,90,13,0,17,154,2,0,14,15,43,66,4,72,4,0.278,0.335,0.475,0.81,청원초-휘문중-서울고-LG-상무,4000만원,1992년 07월 15일,2018,263.0,0.84
616,188,유민상,2015,두산,186cm/95kg,내야수(우투좌타),15,38,10,1,0,1,14,1,0,5,1,5,6,0,9,1,0.263,0.35600000000000004,0.368,0.7240000000000001,미국 윌리캐넌초-잠신중-서울고-연세대-두산-경찰-두산-KT,5000만원,1989년 04월 13일,2016,69.0,0.8380000000000001
617,188,유민상,2016,KT,186cm/95kg,내야수(우투좌타),95,213,60,12,1,4,86,1,1,25,9,30,37,5,39,8,0.282,0.375,0.40399999999999997,0.779,미국 윌리캐넌초-잠신중-서울고-연세대-두산-경찰-두산-KT,5000만원,1989년 04월 13일,2017,30.0,0.6699999999999999
618,188,유민상,2017,KT,186cm/95kg,내야수(우투좌타),15,30,7,1,0,1,11,1,0,2,1,4,2,0,8,1,0.233,0.303,0.3670000000000001,0.6699999999999999,미국 윌리캐넌초-잠신중-서울고-연세대-두산-경찰-두산-KT,5000만원,1989년 04월 13일,2018,14.0,1.071
619,190,유재신,2008,우리,179cm/70kg,외야수(우투우타),54,93,24,2,1,0,28,7,2,1,1,19,7,5,19,2,0.258,0.27399999999999997,0.301,0.575,사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,1987년 11월 21일,2009,4.0,0.0
620,190,유재신,2012,넥센,179cm/70kg,외야수(우투우타),58,85,20,2,2,0,26,5,2,6,0,14,7,3,20,0,0.235,0.28300000000000003,0.306,0.589,사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,1987년 11월 21일,2013,16.0,0.504
621,190,유재신,2013,넥센,179cm/70kg,외야수(우투우타),75,20,4,0,0,0,4,7,8,2,1,22,2,2,9,1,0.2,0.304,0.2,0.504,사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,1987년 11월 21일,2014,1.0,0.0
622,190,유재신,2014,넥센,179cm/70kg,외야수(우투우타),23,2,0,0,0,0,0,6,2,0,0,8,0,0,0,0,0.0,0.0,0.0,0.0,사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,1987년 11월 21일,2015,16.0,0.665
623,190,유재신,2015,넥센,179cm/70kg,외야수(우투우타),62,27,7,2,0,0,9,10,1,3,0,21,3,1,10,2,0.259,0.33299999999999996,0.33299999999999996,0.6659999999999999,사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,1987년 11월 21일,2016,50.0,0.659
624,190,유재신,2016,넥센,179cm/70kg,외야수(우투우타),93,62,16,0,0,0,16,16,7,10,0,20,6,2,12,0,0.258,0.361,0.258,0.619,사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,1987년 11월 21일,2017,15.0,0.4
625,190,유재신,2017,KIA,179cm/70kg,외야수(우투우타),25,18,4,0,0,0,4,3,1,1,0,4,1,2,6,0,0.222,0.263,0.222,0.485,사직초(부산롯데마린즈리틀)-사직중-북일고-현대-우리-히어로즈-경찰-넥센,3000만원,1987년 11월 21일,2018,11.0,1.5099999999999998
626,192,유한준,2005,현대,186cm/97kg,외야수(우투우타),18,26,5,1,0,1,9,1,0,2,0,3,5,0,7,0,0.192,0.25,0.34600000000000003,0.596,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2006,172.0,0.72
627,192,유한준,2006,현대,186cm/97kg,외야수(우투우타),110,246,60,16,0,3,85,5,3,25,8,24,31,0,48,5,0.244,0.331,0.34600000000000003,0.677,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2007,124.0,0.635
628,192,유한준,2010,넥센,186cm/97kg,외야수(우투우타),131,481,140,27,0,9,194,2,2,49,1,52,79,3,81,17,0.29100000000000004,0.355,0.40299999999999997,0.758,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2011,278.0,0.747
629,192,유한준,2011,넥센,186cm/97kg,외야수(우투우타),121,447,129,23,2,3,165,4,3,52,4,64,54,1,63,11,0.289,0.365,0.369,0.7340000000000001,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2012,146.0,0.565
630,192,유한준,2012,넥센,186cm/97kg,외야수(우투우타),74,246,59,11,1,3,81,3,1,19,2,22,25,2,36,11,0.24,0.299,0.32899999999999996,0.628,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2013,208.0,0.6910000000000001
631,192,유한준,2013,넥센,186cm/97kg,외야수(우투우타),97,298,81,13,0,7,115,4,3,37,4,37,40,2,48,7,0.272,0.358,0.386,0.7440000000000001,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2014,275.0,0.903
632,192,유한준,2014,넥센,186cm/97kg,외야수(우투우타),122,405,128,31,0,20,219,2,1,46,3,71,91,1,53,9,0.316,0.384,0.541,0.925,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2015,296.0,1.117
633,192,유한준,2015,넥센,186cm/97kg,외야수(우투우타),139,520,188,42,1,23,301,3,3,67,2,103,116,2,71,13,0.36200000000000004,0.43,0.579,1.0090000000000001,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2016,179.0,0.894
634,192,유한준,2016,KT,186cm/97kg,외야수(우투우타),110,408,137,22,0,14,201,4,1,47,2,70,64,1,40,10,0.336,0.40399999999999997,0.493,0.897,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2017,278.0,0.7370000000000001
635,192,유한준,2017,KT,186cm/97kg,외야수(우투우타),133,445,136,19,0,13,194,0,2,45,2,52,68,1,59,10,0.306,0.37,0.436,0.8059999999999999,부천신흥초-부천중-유신고-동국대-현대-우리-상무-넥센,6000만원,1981년 07월 01일,2018,248.0,0.934
636,193,윤병호,2015,NC,181cm/78kg,외야수(우투우타),9,9,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0.111,0.111,0.111,0.222,백운초-신일중-세광고,,1989년 07월 05일,2016,7.0,0.7140000000000001
637,193,윤병호,2016,NC,181cm/78kg,외야수(우투우타),11,9,1,0,0,1,4,0,0,0,0,3,3,0,3,0,0.111,0.111,0.444,0.555,백운초-신일중-세광고,,1989년 07월 05일,2017,29.0,0.534
638,193,윤병호,2017,NC,181cm/78kg,외야수(우투우타),49,55,11,3,0,0,14,2,0,2,0,11,2,0,10,2,0.2,0.228,0.255,0.483,백운초-신일중-세광고,,1989년 07월 05일,2018,33.0,0.462
639,194,윤석민,2005,두산,180cm/88kg,내야수(우투우타),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2006,29.0,0.441
640,194,윤석민,2006,두산,180cm/88kg,내야수(우투우타),27,45,8,4,0,0,12,0,0,3,0,3,3,2,6,5,0.17800000000000002,0.22899999999999998,0.267,0.496,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2007,19.0,0.205
641,194,윤석민,2011,두산,180cm/88kg,내야수(우투우타),80,167,48,8,0,4,68,0,2,17,2,18,19,4,30,6,0.287,0.36,0.40700000000000003,0.7669999999999999,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2012,129.0,0.7120000000000001
642,194,윤석민,2012,두산,180cm/88kg,내야수(우투우타),109,289,84,9,2,10,127,2,1,18,2,25,48,2,54,12,0.29100000000000004,0.32799999999999996,0.439,0.767,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2013,68.0,0.7979999999999999
643,194,윤석민,2013,두산,180cm/88kg,내야수(우투우타),21,68,20,5,0,2,31,2,0,4,1,12,8,2,14,1,0.294,0.342,0.456,0.7979999999999999,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2014,197.0,0.777
644,194,윤석민,2014,넥센,180cm/88kg,내야수(우투우타),99,281,75,12,0,10,117,0,0,18,2,30,43,3,47,11,0.267,0.314,0.41600000000000004,0.73,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2015,270.0,0.8690000000000001
645,194,윤석민,2015,넥센,180cm/88kg,내야수(우투우타),108,361,106,24,1,14,174,3,2,37,8,54,71,13,62,16,0.294,0.366,0.48200000000000004,0.848,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2016,158.0,1.02
646,194,윤석민,2016,넥센,180cm/88kg,내야수(우투우타),92,341,114,15,0,19,186,2,3,46,9,72,80,6,50,16,0.33399999999999996,0.42,0.545,0.965,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2017,308.0,0.866
647,194,윤석민,2017,KT,180cm/88kg,내야수(우투우타),142,538,168,30,1,20,260,0,1,33,8,90,105,3,85,24,0.312,0.35700000000000004,0.483,0.84,구리초(구리리틀)-구리인창중-구리인창고-두산-넥센,9000만원,1985년 09월 04일,2018,298.0,0.838
648,198,윤정우,2011,KIA,188cm/91kg,외야수(우투우타),29,16,1,1,0,0,2,3,0,1,0,4,0,0,9,0,0.063,0.11800000000000001,0.125,0.243,학강초-광주동성중-광주제일고-원광대-KIA-LG-상무-LG-KIA,9000만원,1988년 05월 12일,2012,3.0,0.0
649,199,윤진호,2009,LG,178cm/78kg,내야수(우투우타),3,6,2,1,0,0,3,0,0,1,0,1,2,2,1,2,0.33299999999999996,0.429,0.5,0.929,광주화정초-충장중-광주제일고-인하대,,1986년 06월 23일,2010,1.0,0.0
650,199,윤진호,2010,LG,178cm/78kg,내야수(우투우타),17,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0.0,0.0,0.0,0.0,광주화정초-충장중-광주제일고-인하대,,1986년 06월 23일,2011,67.0,0.413
651,199,윤진호,2011,LG,178cm/78kg,내야수(우투우타),75,88,14,4,0,0,18,2,1,6,0,11,2,8,26,3,0.159,0.213,0.205,0.418,광주화정초-충장중-광주제일고-인하대,,1986년 06월 23일,2012,9.0,0.311
652,199,윤진호,2015,LG,178cm/78kg,내야수(우투우타),30,12,1,0,0,0,1,1,0,0,0,3,1,1,3,0,0.083,0.083,0.083,0.166,광주화정초-충장중-광주제일고-인하대,,1986년 06월 23일,2016,14.0,0.428
653,199,윤진호,2017,LG,178cm/78kg,내야수(우투우타),14,3,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.6659999999999999,광주화정초-충장중-광주제일고-인하대,,1986년 06월 23일,2018,25.0,0.539
654,201,이대형,2003,LG,184cm/78kg,외야수(좌투좌타),47,53,13,2,2,0,19,7,3,2,0,12,4,1,12,0,0.245,0.273,0.358,0.631,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2004,3.0,0.0
655,201,이대형,2004,LG,184cm/78kg,외야수(좌투좌타),13,11,1,0,0,0,1,2,1,0,0,1,0,0,4,0,0.091,0.091,0.091,0.182,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2005,47.0,0.7929999999999999
656,201,이대형,2005,LG,184cm/78kg,외야수(좌투좌타),107,127,34,4,1,0,40,37,9,11,1,40,5,0,35,2,0.268,0.331,0.315,0.6459999999999999,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2006,105.0,0.586
657,201,이대형,2006,LG,184cm/78kg,외야수(좌투좌타),87,155,40,3,0,0,43,15,8,5,0,23,4,1,35,1,0.258,0.281,0.27699999999999997,0.5579999999999999,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2007,271.0,0.6950000000000001
658,201,이대형,2007,LG,184cm/78kg,외야수(좌투좌타),125,451,139,13,1,1,157,53,20,38,5,68,31,4,54,3,0.308,0.3670000000000001,0.348,0.715,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2008,410.0,0.5940000000000001
659,201,이대형,2008,LG,184cm/78kg,외야수(좌투좌타),126,523,138,5,2,0,147,63,15,39,2,71,33,2,80,3,0.264,0.317,0.281,0.5980000000000001,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2009,351.0,0.688
660,201,이대형,2009,LG,184cm/78kg,외야수(좌투좌타),133,521,146,10,2,2,166,64,18,50,0,92,41,4,77,8,0.28,0.341,0.319,0.66,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2010,373.0,0.698
661,201,이대형,2010,LG,184cm/78kg,외야수(좌투좌타),130,494,129,14,2,1,150,66,21,58,2,73,43,2,76,3,0.261,0.341,0.304,0.645,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2011,189.0,0.65
662,201,이대형,2011,LG,184cm/78kg,외야수(좌투좌타),104,354,88,11,5,1,112,34,17,30,2,56,24,0,78,0,0.249,0.31,0.316,0.626,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2012,181.0,0.48700000000000004
663,201,이대형,2012,LG,184cm/78kg,외야수(좌투좌타),101,258,46,4,4,1,61,25,3,25,1,32,19,0,53,5,0.17800000000000002,0.253,0.23600000000000002,0.489,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2013,142.0,0.675
664,201,이대형,2013,LG,184cm/78kg,외야수(좌투좌타),102,177,42,5,1,1,52,13,9,19,1,36,10,2,45,1,0.237,0.312,0.294,0.606,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2014,318.0,0.7
665,201,이대형,2014,KIA,184cm/78kg,외야수(좌투좌타),126,461,149,15,9,1,185,22,15,35,2,75,40,3,57,5,0.32299999999999995,0.3720000000000001,0.401,0.773,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2015,335.0,0.6719999999999999
666,201,이대형,2015,KT,184cm/78kg,외야수(좌투좌타),140,546,165,23,3,0,194,44,14,53,6,86,37,2,92,5,0.302,0.37,0.355,0.725,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2016,333.0,0.7559999999999999
667,201,이대형,2016,KT,184cm/78kg,외야수(좌투좌타),143,600,192,14,3,1,215,37,20,44,2,89,42,2,90,6,0.32,0.368,0.358,0.726,광주서림초-무등중-광주제일고-LG-KIA,10000만원,1983년 07월 19일,2017,290.0,0.624
668,202,이대호,2001,롯데,194cm/130kg,내야수(우투우타),6,8,4,0,0,0,4,0,0,1,0,0,1,0,2,0,0.5,0.556,0.5,1.056,부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,1982년 06월 21일,2002,255.0,0.792
669,202,이대호,2002,롯데,194cm/130kg,내야수(우투우타),74,255,71,19,0,8,114,1,0,19,7,27,32,9,66,6,0.278,0.345,0.447,0.792,부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,1982년 06월 21일,2003,81.0,0.742
670,202,이대호,2003,롯데,194cm/130kg,내야수(우투우타),54,152,37,6,0,4,55,0,2,13,6,8,13,1,37,3,0.243,0.327,0.36200000000000004,0.6890000000000001,부산수영초-대동중-경남고-(영남사이버대)-롯데-시애틀,21000만원,1982년 06월 21일,2004,273.0,0.738
