batter_name,part,year,AB,H,2B,3B,HR,BB,HBP,1B,TB,FBP,avg,OBP,SLG,OPS
신종길,전반기,2013,146,51,10,1,2,14,1,38,69,15,0.349,0.41,0.473,0.883
신종길,전반기,2014,227,65,17,4,6,21,2,38,108,23,0.286,0.352,0.476,0.828
신종길,전반기,2015,125,35,6,1,3,9,1,25,52,10,0.28,0.333,0.416,0.749
신종길,전반기,2016,87,32,4,1,1,7,5,26,41,12,0.368,0.444,0.471,0.915
신종길,전반기,2017,66,19,5,1,1,3,1,12,29,4,0.288,0.329,0.439,0.768
신종길,후반기,2003,5,2,0,0,0,1,0,2,2,1,0.4,0.5,0.4,0.9
신종길,후반기,2004,96,21,5,4,1,6,0,11,37,6,0.219,0.265,0.385,0.65
신종길,후반기,2009,2,2,1,0,0,0,0,1,3,0,1.0,1.0,1.5,2.5
신종길,후반기,2010,106,33,6,3,1,4,3,23,48,7,0.311,0.354,0.453,0.8069999999999999
신종길,후반기,2011,93,20,3,1,3,6,4,13,34,10,0.215,0.291,0.366,0.657
신종길,후반기,2012,14,2,1,0,0,1,0,1,3,1,0.143,0.2,0.214,0.41400000000000003
신종길,후반기,2013,231,66,12,4,2,16,4,48,92,20,0.286,0.343,0.398,0.7410000000000001
신종길,후반기,2014,133,40,7,2,3,8,0,28,60,8,0.301,0.34,0.451,0.791
신종길,후반기,2015,188,47,7,3,2,16,5,35,66,21,0.25,0.325,0.351,0.6759999999999999
신종길,후반기,2016,126,34,4,2,0,13,1,28,42,14,0.27,0.343,0.333,0.676
신종길,후반기,2017,17,1,0,0,0,0,1,1,1,1,0.059,0.111,0.059,0.16999999999999998
심우준,전반기,2015,104,19,5,0,1,2,0,13,27,2,0.183,0.198,0.26,0.458
심우준,전반기,2016,74,17,1,1,1,3,0,14,23,3,0.23,0.26,0.311,0.571
심우준,전반기,2017,255,73,15,1,3,6,3,54,99,9,0.286,0.311,0.388,0.6990000000000001
심우준,전반기,2018,205,51,9,3,3,11,3,36,75,14,0.249,0.297,0.366,0.663
심우준,후반기,2015,38,5,2,0,0,0,0,3,7,0,0.132,0.132,0.184,0.316
심우준,후반기,2016,162,40,8,0,2,5,0,30,54,5,0.247,0.269,0.333,0.6020000000000001
심우준,후반기,2017,31,9,0,1,1,2,1,7,14,3,0.29,0.353,0.452,0.8049999999999999
심우준,후반기,2018,162,44,14,0,1,9,1,29,61,10,0.272,0.314,0.377,0.6910000000000001
안익훈,전반기,2015,4,1,0,1,0,1,0,0,3,1,0.25,0.4,0.75,1.15
안익훈,전반기,2016,22,3,0,0,0,5,0,3,3,5,0.136,0.296,0.136,0.432
안익훈,전반기,2017,60,18,2,0,1,4,1,15,23,5,0.3,0.354,0.383,0.737
안익훈,전반기,2018,102,21,4,0,0,4,1,17,25,5,0.206,0.243,0.245,0.488
안익훈,후반기,2015,58,20,2,0,0,8,0,18,22,8,0.345,0.424,0.379,0.8029999999999999
안익훈,후반기,2016,23,9,0,1,0,1,0,8,11,1,0.391,0.417,0.478,0.895
안익훈,후반기,2017,159,52,3,0,0,14,3,49,55,17,0.327,0.392,0.346,0.738
안익훈,후반기,2018,21,6,0,0,0,4,0,6,6,4,0.286,0.4,0.286,0.6859999999999999
안중열,전반기,2015,71,19,4,0,1,4,0,14,26,4,0.268,0.307,0.366,0.673
안중열,전반기,2016,20,3,0,0,0,0,0,3,3,0,0.15,0.15,0.15,0.3
안중열,전반기,2018,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
안중열,후반기,2015,54,11,6,0,0,3,0,5,17,3,0.204,0.246,0.315,0.5609999999999999
안중열,후반기,2016,8,2,1,0,0,1,0,1,3,1,0.25,0.333,0.375,0.708
안중열,후반기,2018,152,38,11,0,4,12,3,23,61,15,0.25,0.317,0.401,0.718
안치홍,전반기,2009,259,63,9,3,12,20,2,39,114,22,0.243,0.302,0.44,0.742
안치홍,전반기,2010,332,89,15,3,4,29,6,67,122,35,0.268,0.338,0.367,0.7050000000000001
안치홍,전반기,2011,236,74,11,4,4,23,2,55,105,25,0.314,0.379,0.445,0.8240000000000001
안치홍,전반기,2012,282,81,17,2,3,24,4,59,111,28,0.287,0.352,0.394,0.746
안치홍,전반기,2013,216,53,10,0,0,27,2,43,63,29,0.245,0.335,0.292,0.627
안치홍,전반기,2014,270,92,23,2,13,20,4,54,158,24,0.341,0.395,0.585,0.98
안치홍,전반기,2017,276,92,18,2,10,26,4,62,144,30,0.333,0.399,0.522,0.921
안치홍,전반기,2018,271,101,20,0,16,20,4,65,169,24,0.373,0.424,0.624,1.048
안치홍,후반기,2009,112,24,4,1,2,12,0,17,36,12,0.214,0.29,0.321,0.611
안치홍,후반기,2010,129,45,6,0,4,20,1,35,63,21,0.349,0.44,0.488,0.9279999999999999
안치홍,후반기,2011,142,45,10,0,1,10,1,34,58,11,0.317,0.366,0.408,0.774
안치홍,후반기,2012,207,60,14,0,0,18,2,46,74,20,0.29,0.352,0.357,0.709
안치홍,후반기,2013,198,50,5,0,3,25,4,42,64,29,0.253,0.348,0.323,0.671
안치홍,후반기,2014,164,55,8,0,5,13,2,42,78,15,0.335,0.391,0.476,0.867
안치홍,후반기,2016,36,8,2,0,0,5,0,6,10,5,0.222,0.317,0.278,0.595
안치홍,후반기,2017,211,62,11,0,11,17,0,40,106,17,0.294,0.346,0.502,0.848
안치홍,후반기,2018,223,68,18,1,7,16,6,42,109,22,0.305,0.367,0.489,0.856
양석환,전반기,2015,197,53,12,0,4,11,0,37,77,11,0.269,0.308,0.391,0.6990000000000001
양석환,전반기,2016,36,7,1,0,0,2,0,6,8,2,0.194,0.237,0.222,0.45899999999999996
양석환,전반기,2017,276,80,20,2,7,26,3,51,125,29,0.29,0.357,0.453,0.81
양석환,전반기,2018,305,82,17,0,15,12,5,50,144,17,0.269,0.307,0.472,0.7789999999999999
양석환,후반기,2015,161,40,10,1,4,7,0,25,64,7,0.248,0.28,0.398,0.678
양석환,후반기,2016,167,49,9,1,6,4,1,33,78,5,0.293,0.314,0.467,0.781
양석환,후반기,2017,169,37,7,1,7,12,3,22,67,15,0.219,0.283,0.396,0.679
양석환,후반기,2018,178,45,10,0,7,12,1,28,76,13,0.253,0.304,0.427,0.731
양성우,전반기,2012,87,17,3,0,0,15,1,14,20,16,0.195,0.32,0.23,0.55
양성우,전반기,2013,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
양성우,전반기,2016,180,47,4,1,3,12,2,39,62,14,0.261,0.314,0.344,0.6579999999999999
양성우,전반기,2017,183,57,16,0,1,19,7,40,76,26,0.311,0.397,0.415,0.812
양성우,전반기,2018,171,46,7,0,1,19,4,38,56,23,0.269,0.356,0.327,0.683
양성우,후반기,2016,204,57,8,3,1,27,7,45,74,34,0.279,0.382,0.363,0.745
양성우,후반기,2017,175,42,10,1,1,19,5,30,57,24,0.24,0.332,0.326,0.658
양성우,후반기,2018,38,7,2,0,1,3,0,4,12,3,0.184,0.244,0.316,0.56
양의지,전반기,2010,260,74,8,1,10,26,4,55,114,30,0.285,0.359,0.438,0.7969999999999999
양의지,전반기,2011,190,59,5,1,2,21,1,51,72,22,0.311,0.382,0.379,0.761
양의지,전반기,2012,201,63,13,1,2,22,7,47,84,29,0.313,0.4,0.418,0.8180000000000001
양의지,전반기,2013,176,41,12,0,5,26,6,24,68,32,0.233,0.351,0.386,0.737
양의지,전반기,2014,210,66,21,0,7,16,3,38,108,19,0.314,0.371,0.514,0.885
양의지,전반기,2015,247,83,11,0,16,22,17,56,142,39,0.336,0.427,0.575,1.002
양의지,전반기,2016,202,61,10,0,12,21,6,39,107,27,0.302,0.384,0.53,0.914
양의지,전반기,2017,195,63,12,0,9,26,7,42,102,33,0.323,0.421,0.523,0.944
양의지,전반기,2018,285,108,21,1,17,29,8,69,182,37,0.379,0.45,0.639,1.089
양의지,후반기,2007,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
양의지,후반기,2010,114,26,6,0,10,14,4,10,62,18,0.228,0.333,0.544,0.877
양의지,후반기,2011,186,54,9,2,2,23,2,41,73,25,0.29,0.374,0.392,0.766
양의지,후반기,2012,158,37,9,0,3,15,3,25,55,18,0.234,0.312,0.348,0.6599999999999999
양의지,후반기,2013,135,36,7,0,2,10,2,27,49,12,0.267,0.327,0.363,0.69
양의지,후반기,2014,86,21,2,1,3,8,6,15,34,14,0.244,0.35,0.395,0.745
양의지,후반기,2015,195,61,16,0,4,17,7,41,89,24,0.313,0.388,0.456,0.8440000000000001
양의지,후반기,2016,130,45,7,0,10,19,6,28,82,25,0.346,0.452,0.631,1.083
양의지,후반기,2017,152,33,3,0,5,17,5,25,51,22,0.217,0.316,0.336,0.652
양의지,후반기,2018,154,49,8,0,6,16,5,35,75,21,0.318,0.4,0.487,0.887
양종민,전반기,2010,9,1,1,0,0,1,0,0,2,1,0.111,0.2,0.222,0.42200000000000004
양종민,전반기,2011,27,5,0,0,0,4,0,5,5,4,0.185,0.29,0.185,0.475
양종민,전반기,2012,4,1,0,0,0,0,0,1,1,0,0.25,0.25,0.25,0.5
양종민,전반기,2014,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
양종민,전반기,2015,13,2,0,0,1,2,0,1,5,2,0.154,0.267,0.385,0.652
양종민,전반기,2018,5,2,0,0,0,0,0,2,2,0,0.4,0.4,0.4,0.8
양종민,후반기,2009,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
양종민,후반기,2011,28,8,2,0,0,1,0,6,10,1,0.286,0.31,0.357,0.667
양종민,후반기,2013,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
양종민,후반기,2014,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
양종민,후반기,2015,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
양종민,후반기,2018,9,2,0,1,0,1,0,1,4,1,0.222,0.3,0.444,0.744
엄태용,전반기,2013,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
엄태용,전반기,2014,17,3,1,0,0,0,0,2,4,0,0.176,0.176,0.235,0.411
엄태용,후반기,2013,61,15,4,0,0,2,0,11,19,2,0.246,0.27,0.311,0.581
오선진,전반기,2008,25,4,1,0,0,0,0,3,5,0,0.16,0.16,0.2,0.36
오선진,전반기,2009,152,40,8,1,2,7,1,29,56,8,0.263,0.3,0.368,0.6679999999999999
오선진,전반기,2010,156,35,5,0,0,12,2,30,40,14,0.224,0.288,0.256,0.544
오선진,전반기,2011,52,11,2,0,0,3,2,9,13,5,0.212,0.281,0.25,0.531
오선진,전반기,2012,196,59,9,1,2,8,2,47,76,10,0.301,0.335,0.388,0.7230000000000001
오선진,전반기,2013,193,44,7,1,2,19,7,34,59,26,0.228,0.32,0.306,0.626
오선진,전반기,2016,14,1,0,0,0,3,1,1,1,4,0.071,0.278,0.071,0.34900000000000003
오선진,전반기,2017,15,1,1,0,0,2,0,0,2,2,0.067,0.176,0.133,0.309
오선진,전반기,2018,106,23,4,0,1,4,3,18,30,7,0.217,0.265,0.283,0.548
오선진,후반기,2008,5,0,0,0,0,1,0,0,0,1,0.0,0.167,0.0,0.167
오선진,후반기,2009,23,6,1,0,0,1,0,5,7,1,0.261,0.292,0.304,0.596
오선진,후반기,2010,65,9,0,0,0,0,0,9,9,0,0.138,0.138,0.138,0.276
오선진,후반기,2011,55,11,1,0,0,2,2,10,12,4,0.2,0.254,0.218,0.472
오선진,후반기,2012,203,46,9,2,1,17,5,34,62,22,0.227,0.302,0.305,0.607
오선진,후반기,2013,63,15,1,1,0,4,3,13,18,7,0.238,0.314,0.286,0.6
오선진,후반기,2016,29,6,0,0,0,2,1,6,6,3,0.207,0.281,0.207,0.488
오선진,후반기,2017,169,56,10,0,2,13,4,44,72,17,0.331,0.392,0.426,0.8180000000000001
오선진,후반기,2018,27,7,0,0,0,3,2,7,7,5,0.259,0.375,0.259,0.634
오재원,전반기,2007,11,4,1,0,0,0,1,3,5,1,0.364,0.417,0.455,0.872
오재원,전반기,2008,198,48,6,2,0,12,7,40,58,19,0.242,0.309,0.293,0.602
오재원,전반기,2009,158,40,2,0,0,18,5,38,42,23,0.253,0.348,0.266,0.614
오재원,전반기,2010,245,71,12,3,0,20,3,56,89,23,0.29,0.351,0.363,0.714
오재원,전반기,2011,277,74,12,2,4,17,2,56,102,19,0.267,0.314,0.368,0.6819999999999999
오재원,전반기,2012,89,29,4,1,0,7,0,24,35,7,0.326,0.375,0.393,0.768
오재원,전반기,2013,205,55,10,6,3,43,5,36,86,48,0.268,0.407,0.42,0.827
오재원,전반기,2014,228,78,11,4,4,32,1,59,109,33,0.342,0.425,0.478,0.903
오재원,전반기,2015,262,77,15,2,9,26,3,51,123,29,0.294,0.364,0.469,0.833
오재원,전반기,2016,269,73,12,0,2,33,3,59,91,36,0.271,0.357,0.338,0.6950000000000001
오재원,전반기,2017,209,47,10,0,4,30,2,33,69,32,0.225,0.328,0.33,0.658
오재원,전반기,2018,290,97,14,1,8,25,2,74,137,27,0.334,0.391,0.472,0.863
오재원,후반기,2007,47,11,3,0,0,4,0,8,14,4,0.234,0.294,0.298,0.592
오재원,후반기,2008,84,22,4,1,0,5,0,17,28,5,0.262,0.303,0.333,0.636
오재원,후반기,2009,51,8,1,0,0,2,1,7,9,3,0.157,0.204,0.176,0.38
오재원,후반기,2010,139,35,5,0,0,9,1,30,40,10,0.252,0.302,0.288,0.59
오재원,후반기,2011,189,55,6,2,2,22,7,45,71,29,0.291,0.385,0.376,0.761
오재원,후반기,2012,99,24,3,2,0,10,0,19,31,10,0.242,0.312,0.313,0.625
오재원,후반기,2013,103,25,4,1,4,6,1,16,43,7,0.243,0.291,0.417,0.708
오재원,후반기,2014,131,36,10,2,1,18,1,23,53,19,0.275,0.367,0.405,0.772
오재원,후반기,2015,149,38,5,0,2,21,1,31,49,22,0.255,0.351,0.329,0.6799999999999999
오재원,후반기,2016,147,40,6,1,3,21,2,30,57,23,0.272,0.371,0.388,0.759
오재원,후반기,2017,125,32,6,1,3,17,0,22,49,17,0.256,0.345,0.392,0.737
오재원,후반기,2018,183,51,10,0,7,16,0,34,82,16,0.279,0.337,0.448,0.785
오재일,전반기,2005,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
오재일,전반기,2009,52,13,5,0,0,6,0,8,18,6,0.25,0.328,0.346,0.6739999999999999
오재일,전반기,2010,27,5,3,0,0,3,0,2,8,3,0.185,0.267,0.296,0.563
오재일,전반기,2011,33,7,3,0,0,4,1,4,10,5,0.212,0.316,0.303,0.619
오재일,전반기,2012,154,28,5,0,4,8,0,19,45,8,0.182,0.222,0.292,0.514
오재일,전반기,2013,43,10,5,0,2,4,0,3,21,4,0.233,0.298,0.488,0.786
오재일,전반기,2014,78,16,6,0,2,10,0,8,28,10,0.205,0.295,0.359,0.6539999999999999
오재일,전반기,2015,52,13,3,1,1,5,0,8,21,5,0.25,0.316,0.404,0.72
오재일,전반기,2016,148,52,8,1,9,30,2,34,89,32,0.351,0.467,0.601,1.068
오재일,전반기,2017,228,65,16,0,10,27,3,39,111,30,0.285,0.368,0.487,0.855
오재일,전반기,2018,220,48,9,2,10,30,3,27,91,33,0.218,0.32,0.414,0.734
오재일,후반기,2009,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
오재일,후반기,2010,33,3,1,0,1,1,1,1,7,2,0.091,0.143,0.212,0.355
오재일,후반기,2011,67,16,2,0,1,11,0,13,21,11,0.239,0.346,0.313,0.659
오재일,후반기,2012,58,15,3,0,4,2,0,8,30,2,0.259,0.283,0.517,0.8
오재일,후반기,2013,74,25,7,0,1,16,3,17,35,19,0.338,0.473,0.473,0.946
오재일,후반기,2014,54,16,1,0,1,10,1,14,20,11,0.296,0.415,0.37,0.7849999999999999
오재일,후반기,2015,128,39,8,0,13,23,2,18,86,25,0.305,0.418,0.672,1.09
오재일,후반기,2016,232,68,12,1,18,34,0,37,136,34,0.293,0.383,0.586,0.969
오재일,후반기,2017,184,61,11,0,16,18,2,34,120,20,0.332,0.397,0.652,1.049
오재일,후반기,2018,181,64,10,0,17,30,3,37,125,33,0.354,0.453,0.691,1.144
오정복,전반기,2009,7,1,0,0,0,0,0,1,1,0,0.143,0.143,0.143,0.286
오정복,전반기,2010,163,49,7,1,7,21,3,34,79,24,0.301,0.39,0.485,0.875
오정복,전반기,2011,22,5,1,0,0,1,0,4,6,1,0.227,0.261,0.273,0.534
오정복,전반기,2014,49,12,4,0,0,5,1,8,16,6,0.245,0.327,0.327,0.654
오정복,전반기,2015,43,14,4,0,1,5,2,9,21,7,0.326,0.42,0.488,0.9079999999999999
오정복,전반기,2016,182,55,6,1,4,18,0,44,75,18,0.302,0.365,0.412,0.7769999999999999
오정복,전반기,2017,151,59,12,0,1,8,5,46,74,13,0.391,0.439,0.49,0.929
오정복,전반기,2018,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
오정복,후반기,2010,58,11,3,0,0,4,1,8,14,5,0.19,0.254,0.241,0.495
오정복,후반기,2011,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
오정복,후반기,2014,20,4,0,0,0,2,0,4,4,2,0.2,0.273,0.2,0.47300000000000003
오정복,후반기,2015,196,48,7,1,4,28,1,36,69,29,0.245,0.342,0.352,0.694
오정복,후반기,2016,124,38,5,1,1,10,0,31,48,10,0.306,0.358,0.387,0.745
오정복,후반기,2017,44,10,1,0,1,1,0,8,14,1,0.227,0.244,0.318,0.562
오지환,전반기,2010,246,61,10,4,9,31,5,38,106,36,0.248,0.344,0.431,0.7749999999999999
오지환,전반기,2011,47,13,2,0,1,3,1,10,18,4,0.277,0.333,0.383,0.716
오지환,전반기,2012,253,60,16,1,8,31,4,35,102,35,0.237,0.33,0.403,0.7330000000000001
오지환,전반기,2013,283,73,12,4,8,38,6,49,117,44,0.258,0.358,0.413,0.7709999999999999
오지환,전반기,2014,251,65,12,6,5,32,4,42,104,36,0.259,0.352,0.414,0.766
오지환,전반기,2015,316,85,24,3,6,48,2,52,133,50,0.269,0.369,0.421,0.79
오지환,전반기,2016,184,42,5,3,6,27,4,28,71,31,0.228,0.34,0.386,0.726
오지환,전반기,2017,264,76,12,4,7,32,2,53,117,34,0.288,0.369,0.443,0.812
오지환,전반기,2018,335,94,13,2,6,38,4,73,129,42,0.281,0.361,0.385,0.746
오지환,후반기,2009,9,1,0,0,0,1,0,1,1,1,0.111,0.2,0.111,0.311
오지환,후반기,2010,106,24,3,2,4,13,2,15,43,15,0.226,0.322,0.406,0.728
오지환,후반기,2011,109,20,5,0,1,16,0,14,28,16,0.183,0.288,0.257,0.5449999999999999
오지환,후반기,2012,209,55,6,1,4,24,2,44,75,26,0.263,0.345,0.359,0.704
오지환,후반기,2013,158,40,8,4,1,16,3,27,59,19,0.253,0.333,0.373,0.706
오지환,후반기,2014,146,39,8,2,3,19,3,26,60,22,0.267,0.363,0.411,0.774
오지환,후반기,2015,181,53,17,1,5,11,2,30,87,13,0.293,0.34,0.481,0.821
오지환,후반기,2016,209,68,9,2,14,38,3,43,123,41,0.325,0.436,0.589,1.025
오지환,후반기,2017,70,15,1,0,1,13,3,13,19,16,0.214,0.36,0.271,0.631
오지환,후반기,2018,198,54,13,0,5,21,3,36,82,24,0.273,0.351,0.414,0.7649999999999999
오태곤,전반기,2014,17,5,1,0,0,4,0,4,6,4,0.294,0.429,0.353,0.782
오태곤,전반기,2015,149,41,9,0,6,7,2,26,68,9,0.275,0.316,0.456,0.772
오태곤,전반기,2016,23,6,1,0,0,0,0,5,7,0,0.261,0.261,0.304,0.565
오태곤,전반기,2017,185,46,11,1,4,9,4,30,71,13,0.249,0.298,0.384,0.6819999999999999
오태곤,전반기,2018,223,63,14,2,9,18,3,38,108,21,0.283,0.344,0.484,0.828
오태곤,후반기,2011,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
오태곤,후반기,2014,28,6,2,0,1,1,0,3,11,1,0.214,0.241,0.393,0.634
오태곤,후반기,2015,178,49,9,1,2,10,2,37,66,12,0.275,0.321,0.371,0.692
오태곤,후반기,2016,100,26,5,0,3,12,0,18,40,12,0.26,0.339,0.4,0.7390000000000001
오태곤,후반기,2017,189,60,18,0,5,7,2,37,93,9,0.317,0.348,0.492,0.84
오태곤,후반기,2018,119,24,3,0,3,6,1,18,36,7,0.202,0.246,0.303,0.5489999999999999
유강남,전반기,2012,23,3,0,0,0,0,1,3,3,1,0.13,0.167,0.13,0.29700000000000004
유강남,전반기,2015,142,34,5,0,5,8,6,24,54,14,0.239,0.308,0.38,0.688
유강남,전반기,2016,107,32,3,0,5,5,4,24,50,9,0.299,0.353,0.467,0.8200000000000001
유강남,전반기,2017,145,37,6,0,5,9,7,26,58,16,0.255,0.329,0.4,0.7290000000000001
유강남,전반기,2018,263,76,15,0,13,17,6,48,130,23,0.289,0.346,0.494,0.84
유강남,후반기,2011,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
유강남,후반기,2012,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
유강남,후반기,2015,137,42,6,1,3,11,1,32,59,12,0.307,0.362,0.431,0.7929999999999999
유강남,후반기,2016,156,38,4,0,3,12,3,31,51,15,0.244,0.31,0.327,0.637
유강남,후반기,2017,179,53,7,0,12,5,8,34,96,13,0.296,0.344,0.536,0.88
유강남,후반기,2018,162,50,18,0,6,11,3,26,86,14,0.309,0.364,0.531,0.895
유민상,전반기,2015,21,5,0,0,0,2,0,5,5,2,0.238,0.304,0.238,0.542
유민상,전반기,2016,69,23,5,0,0,10,2,18,28,12,0.333,0.432,0.406,0.8380000000000001
유민상,전반기,2017,30,7,1,0,1,2,1,5,11,3,0.233,0.303,0.367,0.6699999999999999
유민상,전반기,2018,14,5,0,1,1,0,0,3,10,0,0.357,0.357,0.714,1.071
유민상,후반기,2015,17,5,1,0,1,3,1,3,9,4,0.294,0.429,0.529,0.958
유민상,후반기,2016,144,37,7,1,4,15,7,25,58,22,0.257,0.355,0.403,0.758
유민상,후반기,2018,34,8,2,0,2,8,0,4,16,8,0.235,0.381,0.471,0.852
유재신,전반기,2008,93,24,2,1,0,1,1,21,28,2,0.258,0.274,0.301,0.575
유재신,전반기,2009,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
유재신,전반기,2012,47,13,1,1,0,2,0,11,16,2,0.277,0.306,0.34,0.646
유재신,전반기,2013,16,3,0,0,0,2,1,3,3,3,0.188,0.316,0.188,0.504
유재신,전반기,2014,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
유재신,전반기,2015,16,5,0,0,0,1,0,5,5,1,0.312,0.353,0.312,0.665
유재신,전반기,2016,50,14,0,0,0,8,0,14,14,8,0.28,0.379,0.28,0.659
유재신,전반기,2017,15,3,0,0,0,0,0,3,3,0,0.2,0.2,0.2,0.4
유재신,전반기,2018,11,7,2,0,0,2,0,5,9,2,0.636,0.692,0.818,1.5099999999999998
유재신,후반기,2012,38,7,1,1,0,4,0,5,10,4,0.184,0.262,0.263,0.525
유재신,후반기,2013,4,1,0,0,0,0,0,1,1,0,0.25,0.25,0.25,0.5
유재신,후반기,2014,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
유재신,후반기,2015,11,2,2,0,0,2,0,0,4,2,0.182,0.308,0.364,0.6719999999999999
유재신,후반기,2016,12,2,0,0,0,2,0,2,2,2,0.167,0.286,0.167,0.45299999999999996
유재신,후반기,2017,3,1,0,0,0,1,0,1,1,1,0.333,0.5,0.333,0.833
유재신,후반기,2018,22,7,1,1,1,5,0,4,13,5,0.318,0.444,0.591,1.035
유한준,전반기,2005,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
유한준,전반기,2006,172,43,12,0,3,21,5,28,64,26,0.25,0.348,0.372,0.72
유한준,전반기,2007,124,27,4,0,3,14,3,20,40,17,0.218,0.312,0.323,0.635
유한준,전반기,2010,327,90,18,0,8,36,1,64,132,37,0.275,0.349,0.404,0.753
유한준,전반기,2011,278,81,17,2,1,31,3,61,105,34,0.291,0.369,0.378,0.747
유한준,전반기,2012,146,34,6,0,0,10,2,28,40,12,0.233,0.291,0.274,0.565
유한준,전반기,2013,208,52,10,0,3,28,4,39,71,32,0.25,0.35,0.341,0.6910000000000001
유한준,전반기,2014,275,85,23,0,12,30,1,50,144,31,0.309,0.379,0.524,0.903
유한준,전반기,2015,296,110,30,1,18,44,1,61,196,45,0.372,0.455,0.662,1.117
유한준,전반기,2016,179,59,9,0,7,18,2,43,89,20,0.33,0.397,0.497,0.894
유한준,전반기,2017,278,77,8,0,9,23,1,60,112,24,0.277,0.334,0.403,0.7370000000000001
유한준,전반기,2018,248,85,11,1,12,19,2,61,134,21,0.343,0.394,0.54,0.934
유한준,후반기,2005,24,5,1,0,1,2,0,3,9,2,0.208,0.269,0.375,0.644
유한준,후반기,2006,74,17,4,0,0,4,3,13,21,7,0.23,0.296,0.284,0.58
유한준,후반기,2007,73,17,2,0,2,8,1,13,25,9,0.233,0.317,0.342,0.659
유한준,후반기,2010,154,50,9,0,1,13,0,40,62,13,0.325,0.377,0.403,0.78
유한준,후반기,2011,169,48,6,0,2,21,1,40,60,22,0.284,0.366,0.355,0.721
유한준,후반기,2012,100,25,5,1,3,9,0,16,41,9,0.25,0.312,0.41,0.722
유한준,후반기,2013,90,29,3,0,4,9,0,22,44,9,0.322,0.384,0.489,0.873
유한준,후반기,2014,130,43,8,0,8,16,2,27,75,18,0.331,0.412,0.577,0.9889999999999999
유한준,후반기,2015,224,78,12,0,5,23,1,61,105,24,0.348,0.411,0.469,0.8799999999999999
유한준,후반기,2016,229,78,13,0,7,29,0,58,112,29,0.341,0.415,0.489,0.9039999999999999
유한준,후반기,2017,167,59,11,0,4,22,1,44,82,23,0.353,0.432,0.491,0.923
유한준,후반기,2018,180,60,10,0,8,28,0,42,94,28,0.333,0.423,0.522,0.9450000000000001
윤병호,전반기,2015,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
윤병호,전반기,2016,7,1,0,0,1,0,0,0,4,0,0.143,0.143,0.571,0.714
윤병호,전반기,2017,29,6,2,0,0,2,0,4,8,2,0.207,0.258,0.276,0.534
윤병호,전반기,2018,33,6,1,0,0,2,1,5,7,3,0.182,0.25,0.212,0.46199999999999997
윤병호,후반기,2015,7,1,0,0,0,0,0,1,1,0,0.143,0.143,0.143,0.286
윤병호,후반기,2016,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
윤병호,후반기,2017,26,5,1,0,0,0,0,4,6,0,0.192,0.192,0.231,0.42300000000000004
윤석민,전반기,2006,29,5,2,0,0,1,0,3,7,1,0.172,0.2,0.241,0.441
윤석민,전반기,2007,19,1,1,0,0,1,0,0,2,1,0.053,0.1,0.105,0.20500000000000002
윤석민,전반기,2011,90,27,4,0,1,7,2,22,34,9,0.3,0.364,0.378,0.742
윤석민,전반기,2012,129,33,3,1,4,11,2,25,50,13,0.256,0.324,0.388,0.712
윤석민,전반기,2013,68,20,5,0,2,4,1,13,31,5,0.294,0.342,0.456,0.798
윤석민,전반기,2014,197,56,9,0,8,11,1,39,89,12,0.284,0.325,0.452,0.777
윤석민,전반기,2015,270,82,19,1,9,32,5,53,130,37,0.304,0.388,0.481,0.869
윤석민,전반기,2016,158,54,7,0,10,24,5,37,91,29,0.342,0.444,0.576,1.02
윤석민,전반기,2017,308,104,17,1,8,20,6,78,147,26,0.338,0.389,0.477,0.866
윤석민,전반기,2018,298,87,16,0,13,29,3,58,142,32,0.292,0.361,0.477,0.838
윤석민,후반기,2004,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
